T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
1.775,7.46558909e-01,8.68613123e+04,-1.54673705e+00,5.69062550e-02,-9.00274960e+01,6.60790607e-01,3.28097896e-02
1.776,7.46630230e-01,8.70488925e+04,-1.54667994e+00,5.73180820e-02,-8.98342121e+01,6.60780153e-01,3.31055955e-02
1.777,7.46701311e-01,8.72394932e+04,-1.54662241e+00,5.77402981e-02,-8.96266856e+01,6.60769614e-01,3.34161338e-02
1.778,7.46772142e-01,8.74332558e+04,-1.54656446e+00,5.81733106e-02,-8.94043463e+01,6.60758986e-01,3.37420602e-02
1.779,7.46842712e-01,8.76303276e+04,-1.54650606e+00,5.86175433e-02,-8.91665997e+01,6.60748265e-01,3.40840585e-02
1.780,7.46913009e-01,8.78308622e+04,-1.54644722e+00,5.90734374e-02,-8.89128267e+01,6.60737446e-01,3.44428416e-02
1.781,7.46983020e-01,8.80350199e+04,-1.54638791e+00,5.95414516e-02,-8.86423823e+01,6.60726522e-01,3.48191530e-02
1.782,7.47052733e-01,8.82429677e+04,-1.54632813e+00,6.00220634e-02,-8.83545944e+01,6.60715489e-01,3.52137675e-02
1.783,7.47122134e-01,8.84548795e+04,-1.54626786e+00,6.05157695e-02,-8.80487627e+01,6.60704342e-01,3.56274931e-02
1.784,7.47191209e-01,8.86709369e+04,-1.54620709e+00,6.10230865e-02,-8.77241579e+01,6.60693074e-01,3.60611720e-02
1.785,7.47259945e-01,8.88913290e+04,-1.54614581e+00,6.15445520e-02,-8.73800201e+01,6.60681679e-01,3.65156823e-02
1.786,7.47328325e-01,8.91162528e+04,-1.54608400e+00,6.20807252e-02,-8.70155577e+01,6.60670151e-01,3.69919392e-02
1.787,7.47396336e-01,8.93459139e+04,-1.54602164e+00,6.26321876e-02,-8.66299461e+01,6.60658483e-01,3.74908967e-02
1.788,7.47463960e-01,8.95805264e+04,-1.54595873e+00,6.31995443e-02,-8.62223263e+01,6.60646668e-01,3.80135493e-02
1.789,7.47531182e-01,8.98203133e+04,-1.54589524e+00,6.37834244e-02,-8.57918037e+01,6.60634699e-01,3.85609333e-02
1.790,7.47597982e-01,9.00655072e+04,-1.54583116e+00,6.43844825e-02,-8.53374463e+01,6.60622569e-01,3.91341291e-02
1.791,7.47664345e-01,9.03163504e+04,-1.54576646e+00,6.50033990e-02,-8.48582834e+01,6.60610269e-01,3.97342625e-02
1.792,7.47730250e-01,9.05730952e+04,-1.54570114e+00,6.56408817e-02,-8.43533040e+01,6.60597791e-01,4.03625069e-02
1.793,7.47795678e-01,9.08360047e+04,-1.54563518e+00,6.62976667e-02,-8.38214554e+01,6.60585128e-01,4.10200850e-02
1.794,7.47860609e-01,9.11053529e+04,-1.54556854e+00,6.69745192e-02,-8.32616409e+01,6.60572269e-01,4.17082709e-02
1.795,7.47925022e-01,9.13814253e+04,-1.54550122e+00,6.76722350e-02,-8.26727187e+01,6.60559206e-01,4.24283923e-02
1.796,7.47988894e-01,9.16645192e+04,-1.54543319e+00,6.83916414e-02,-8.20534995e+01,6.60545929e-01,4.31818328e-02
1.797,7.48052204e-01,9.19549443e+04,-1.54536443e+00,6.91335985e-02,-8.14027452e+01,6.60532428e-01,4.39700339e-02
1.798,7.48114928e-01,9.22530233e+04,-1.54529492e+00,6.98990006e-02,-8.07191663e+01,6.60518693e-01,4.47944973e-02
1.799,7.48177040e-01,9.25590922e+04,-1.54522462e+00,7.06887774e-02,-8.00014204e+01,6.60504712e-01,4.56567878e-02
1.800,7.48238515e-01,9.28735009e+04,-1.54515353e+00,7.15038949e-02,-7.92481098e+01,6.60490475e-01,4.65585355e-02
1.801,7.48299327e-01,9.31966139e+04,-1.54508161e+00,7.23453576e-02,-7.84577792e+01,6.60475968e-01,4.75014386e-02
1.802,7.48359448e-01,9.35288107e+04,-1.54500883e+00,7.32142094e-02,-7.76289137e+01,6.60461181e-01,4.84872658e-02
1.803,7.48418849e-01,9.38704865e+04,-1.54493517e+00,7.41115352e-02,-7.67599362e+01,6.60446100e-01,4.95178600e-02
1.804,7.48477501e-01,9.42220526e+04,-1.54486060e+00,7.50384623e-02,-7.58492051e+01,6.60430712e-01,5.05951402e-02
1.805,7.48535372e-01,9.45839376e+04,-1.54478508e+00,7.59961624e-02,-7.48950117e+01,6.60415002e-01,5.17211056e-02
1.806,7.48592429e-01,9.49565873e+04,-1.54470859e+00,7.69858529e-02,-7.38955774e+01,6.60398957e-01,5.28978379e-02
1.807,7.48648640e-01,9.53404660e+04,-1.54463110e+00,7.80087986e-02,-7.28490511e+01,6.60382561e-01,5.41275053e-02
1.808,7.48703969e-01,9.57360569e+04,-1.54455256e+00,7.90663137e-02,-7.17535067e+01,6.60365798e-01,5.54123656e-02
1.809,7.48758381e-01,9.61438632e+04,-1.54447295e+00,8.01597633e-02,-7.06069394e+01,6.60348652e-01,5.67547702e-02
1.810,7.48811836e-01,9.65644081e+04,-1.54439223e+00,8.12905656e-02,-6.94072633e+01,6.60331106e-01,5.81571671e-02
1.811,7.48864297e-01,9.69982367e+04,-1.54431036e+00,8.24601936e-02,-6.81523079e+01,6.60313142e-01,5.96221054e-02
1.812,7.48915722e-01,9.74459158e+04,-1.54422730e+00,8.36701775e-02,-6.68398152e+01,6.60294741e-01,6.11522393e-02
1.813,7.48966069e-01,9.79080354e+04,-1.54414301e+00,8.49221061e-02,-6.54674356e+01,6.60275885e-01,6.27503318e-02
1.814,7.49015293e-01,9.83852094e+04,-1.54405744e+00,8.62176295e-02,-6.40327255e+01,6.60256553e-01,6.44192594e-02
1.815,7.49063350e-01,9.88780762e+04,-1.54397056e+00,8.75584611e-02,-6.25331425e+01,6.60236725e-01,6.61620164e-02
1.816,7.49110190e-01,9.93873003e+04,-1.54388231e+00,8.89463802e-02,-6.09660424e+01,6.60216378e-01,6.79817198e-02
1.817,7.49155766e-01,9.99135727e+04,-1.54379265e+00,9.03832337e-02,-5.93286753e+01,6.60195489e-01,6.98816137e-02
1.818,7.49200024e-01,1.00457612e+05,-1.54370152e+00,9.18709391e-02,-5.76181811e+01,6.60174036e-01,7.18650747e-02
1.819,7.49242913e-01,1.01020167e+05,-1.54360889e+00,9.34114868e-02,-5.58315858e+01,6.60151994e-01,7.39356170e-02
1.820,7.49284375e-01,1.01602013e+05,-1.54351468e+00,9.50069426e-02,-5.39657971e+01,6.60129337e-01,7.60968976e-02
1.821,7.49324353e-01,1.02203960e+05,-1.54341885e+00,9.66594508e-02,-5.20176001e+01,6.60106038e-01,7.83527218e-02
1.822,7.49362788e-01,1.02826849e+05,-1.54332134e+00,9.83712361e-02,-4.99836522e+01,6.60082070e-01,8.07070494e-02
1.823,7.49399616e-01,1.03471552e+05,-1.54322209e+00,1.00144607e-01,-4.78604792e+01,6.60057405e-01,8.31640004e-02
1.824,7.49434772e-01,1.04138980e+05,-1.54312103e+00,1.01981960e-01,-4.56444697e+01,6.60032012e-01,8.57278610e-02
1.825,7.49468190e-01,1.04830075e+05,-1.54301811e+00,1.03885778e-01,-4.33318706e+01,6.60005859e-01,8.84030903e-02
1.826,7.49499799e-01,1.05545820e+05,-1.54291324e+00,1.05858641e-01,-4.09187814e+01,6.59978916e-01,9.11943271e-02
1.827,7.49529526e-01,1.06287234e+05,-1.54280636e+00,1.07903220e-01,-3.84011495e+01,6.59951147e-01,9.41063962e-02
1.828,7.49557296e-01,1.07055379e+05,-1.54269741e+00,1.10022289e-01,-3.57747641e+01,6.59922518e-01,9.71443161e-02
1.829,7.49583029e-01,1.07851354e+05,-1.54258629e+00,1.12218723e-01,-3.30352508e+01,6.59892992e-01,1.00313306e-01
1.830,7.49606645e-01,1.08676304e+05,-1.54247294e+00,1.14495502e-01,-3.01780659e+01,6.59862531e-01,1.03618794e-01
1.831,7.49628057e-01,1.09531418e+05,-1.54235728e+00,1.16855718e-01,-2.71984902e+01,6.59831096e-01,1.07066424e-01
1.832,7.49647178e-01,1.10417929e+05,-1.54223920e+00,1.19302571e-01,-2.40916226e+01,6.59798646e-01,1.10662064e-01
1.833,7.49663917e-01,1.11337121e+05,-1.54211864e+00,1.21839384e-01,-2.08523743e+01,6.59765137e-01,1.14411816e-01
1.834,7.49678177e-01,1.12290325e+05,-1.54199549e+00,1.24469595e-01,-1.74754618e+01,6.59730526e-01,1.18322024e-01
1.835,7.49689861e-01,1.13278922e+05,-1.54186967e+00,1.27196768e-01,-1.39554005e+01,6.59694766e-01,1.22399280e-01
1.836,7.49698865e-01,1.14304347e+05,-1.54174107e+00,1.30024598e-01,-1.02864976e+01,6.59657809e-01,1.26650440e-01
1.837,7.49705083e-01,1.15368090e+05,-1.54160958e+00,1.32956908e-01,-6.46284517e+00,6.59619605e-01,1.31082626e-01
1.838,7.49708403e-01,1.16471697e+05,-1.54147512e+00,1.35997659e-01,-2.47831296e+00,6.59580103e-01,1.35703242e-01
1.839,7.49708712e-01,1.17616771e+05,-1.54133755e+00,1.39150953e-01,1.67345908e+00,6.59539248e-01,1.40519980e-01
1.840,7.49705888e-01,1.18804977e+05,-1.54119678e+00,1.42421037e-01,5.99906838e+00,6.59496983e-01,1.45540834e-01
1.841,7.49699810e-01,1.20038041e+05,-1.54105267e+00,1.45812306e-01,1.05053574e+01,6.59453251e-01,1.50774108e-01
1.842,7.49690347e-01,1.21317752e+05,-1.54090511e+00,1.49329309e-01,1.51994217e+01,6.59407991e-01,1.56228429e-01
1.843,7.49677366e-01,1.22645969e+05,-1.54075397e+00,1.52976754e-01,2.00886178e+01,6.59361140e-01,1.61912758e-01
1.844,7.49660729e-01,1.24024615e+05,-1.54059911e+00,1.56759510e-01,2.51805715e+01,6.59312632e-01,1.67836402e-01
1.845,7.49640290e-01,1.25455686e+05,-1.54044040e+00,1.60682615e-01,3.04831861e+01,6.59262400e-01,1.74009027e-01
1.846,7.49615903e-01,1.26941251e+05,-1.54027770e+00,1.64751277e-01,3.60046515e+01,6.59210371e-01,1.80440670e-01
1.847,7.49587410e-01,1.28483453e+05,-1.54011085e+00,1.68970882e-01,4.17534519e+01,6.59156473e-01,1.87141750e-01
1.848,7.49554651e-01,1.30084511e+05,-1.53993970e+00,1.73346996e-01,4.77383755e+01,6.59100630e-01,1.94123088e-01
1.849,7.49517460e-01,1.31746727e+05,-1.53976410e+00,1.77885373e-01,5.39685227e+01,6.59042761e-01,2.01395911e-01
1.850,7.49475663e-01,1.33472481e+05,-1.53958388e+00,1.82591957e-01,6.04533155e+01,6.58982785e-01,2.08971874e-01
1.851,7.49429082e-01,1.35264240e+05,-1.53939886e+00,1.87472886e-01,6.72025065e+01,6.58920616e-01,2.16863073e-01
1.852,7.49377529e-01,1.37124556e+05,-1.53920887e+00,1.92534500e-01,7.42261879e+01,6.58856164e-01,2.25082058e-01
1.853,7.49320812e-01,1.39056071e+05,-1.53901373e+00,1.97783346e-01,8.15348009e+01,6.58789338e-01,2.33641848e-01
1.854,7.49258730e-01,1.41061518e+05,-1.53881324e+00,2.03226178e-01,8.91391447e+01,6.58720040e-01,2.42555949e-01
1.855,7.49191077e-01,1.43143724e+05,-1.53860721e+00,2.08869966e-01,9.70503860e+01,6.58648173e-01,2.51838368e-01
1.856,7.49117638e-01,1.45305612e+05,-1.53839543e+00,2.14721899e-01,1.05280068e+02,6.58573631e-01,2.61503634e-01
1.857,7.49038189e-01,1.47550204e+05,-1.53817769e+00,2.20789390e-01,1.13840120e+02,6.58496308e-01,2.71566805e-01
1.858,7.48952500e-01,1.49880624e+05,-1.53795378e+00,2.27080082e-01,1.22742867e+02,6.58416092e-01,2.82043498e-01
1.859,7.48860331e-01,1.52300097e+05,-1.53772345e+00,2.33601847e-01,1.32001035e+02,6.58332868e-01,2.92949895e-01
1.860,7.48761435e-01,1.54811957e+05,-1.53748649e+00,2.40362798e-01,1.41627767e+02,6.58246515e-01,3.04302768e-01
1.861,7.48655556e-01,1.57419646e+05,-1.53724265e+00,2.47371286e-01,1.51636625e+02,6.58156908e-01,3.16119495e-01
1.862,7.48542427e-01,1.60126714e+05,-1.53699166e+00,2.54635908e-01,1.62041600e+02,6.58063918e-01,3.28418078e-01
1.863,7.48421774e-01,1.62936828e+05,-1.53673329e+00,2.62165508e-01,1.72857126e+02,6.57967411e-01,3.41217163e-01
1.864,7.48293312e-01,1.65853766e+05,-1.53646724e+00,2.69969184e-01,1.84098077e+02,6.57867247e-01,3.54536060e-01
1.865,7.48156747e-01,1.68881426e+05,-1.53619325e+00,2.78056285e-01,1.95779785e+02,6.57763283e-01,3.68394757e-01
1.866,7.48011773e-01,1.72023825e+05,-1.53591103e+00,2.86436422e-01,2.07918043e+02,6.57655367e-01,3.82813949e-01
1.867,7.47858075e-01,1.75285100e+05,-1.53562028e+00,2.95119460e-01,2.20529108e+02,6.57543345e-01,3.97815048e-01
1.868,7.47695327e-01,1.78669512e+05,-1.53532069e+00,3.04115529e-01,2.33629713e+02,6.57427056e-01,4.13420211e-01
1.869,7.47523192e-01,1.82181448e+05,-1.53501194e+00,3.13435022e-01,2.47237071e+02,6.57306333e-01,4.29652355e-01
1.870,7.47341322e-01,1.85825418e+05,-1.53469371e+00,3.23088592e-01,2.61368875e+02,6.57181001e-01,4.46535181e-01
1.871,7.47149355e-01,1.89606063e+05,-1.53436565e+00,3.33087160e-01,2.76043310e+02,6.57050882e-01,4.64093189e-01
1.872,7.46946920e-01,1.93528149e+05,-1.53402741e+00,3.43441909e-01,2.91279047e+02,6.56915790e-01,4.82351708e-01
1.873,7.46733632e-01,1.97596576e+05,-1.53367864e+00,3.54164283e-01,3.07095252e+02,6.56775532e-01,5.01336904e-01
1.874,7.46509095e-01,2.01816371e+05,-1.53331896e+00,3.65265989e-01,3.23511584e+02,6.56629908e-01,5.21075811e-01
1.875,7.46272897e-01,2.06192693e+05,-1.53294798e+00,3.76758990e-01,3.40548196e+02,6.56478711e-01,5.41596346e-01
1.876,7.46024616e-01,2.10730831e+05,-1.53256531e+00,3.88655506e-01,3.58225731e+02,6.56321727e-01,5.62927328e-01
1.877,7.45763816e-01,2.15436205e+05,-1.53217053e+00,4.00968005e-01,3.76565321e+02,6.56158734e-01,5.85098501e-01
1.878,7.45490045e-01,2.20314366e+05,-1.53176323e+00,4.13709201e-01,3.95588582e+02,6.55989502e-01,6.08140552e-01
1.879,7.45202840e-01,2.25370992e+05,-1.53134296e+00,4.26892044e-01,4.15317608e+02,6.55813794e-01,6.32085126e-01
1.880,7.44901721e-01,2.30611890e+05,-1.53090929e+00,4.40529717e-01,4.35774961e+02,6.55631362e-01,6.56964850e-01
1.881,7.44586196e-01,2.36042992e+05,-1.53046175e+00,4.54635620e-01,4.56983665e+02,6.55441953e-01,6.82813347e-01
1.882,7.44255757e-01,2.41670354e+05,-1.52999986e+00,4.69223368e-01,4.78967186e+02,6.55245302e-01,7.09665253e-01
1.883,7.43909879e-01,2.47500152e+05,-1.52952314e+00,4.84306770e-01,5.01749426e+02,6.55041137e-01,7.37556231e-01
1.884,7.43548026e-01,2.53538679e+05,-1.52903108e+00,4.99899821e-01,5.25354701e+02,6.54829177e-01,7.66522991e-01
1.885,7.43169643e-01,2.59792339e+05,-1.52852316e+00,5.16016687e-01,5.49807720e+02,6.54609128e-01,7.96603295e-01
1.886,7.42774159e-01,2.66267648e+05,-1.52799886e+00,5.32671681e-01,5.75133565e+02,6.54380691e-01,8.27835976e-01
1.887,7.42360991e-01,2.72971220e+05,-1.52745764e+00,5.49879255e-01,6.01357664e+02,6.54143554e-01,8.60260944e-01
1.888,7.41929535e-01,2.79909769e+05,-1.52689892e+00,5.67653966e-01,6.28505762e+02,6.53897394e-01,8.93919198e-01
1.889,7.41479174e-01,2.87090095e+05,-1.52632213e+00,5.86010464e-01,6.56603886e+02,6.53641879e-01,9.28852828e-01
1.890,7.41009275e-01,2.94519080e+05,-1.52572670e+00,6.04963459e-01,6.85678313e+02,6.53376667e-01,9.65105023e-01
1.891,7.40519186e-01,3.02203679e+05,-1.52511200e+00,6.24527695e-01,7.15755524e+02,6.53101402e-01,1.00272007e+00
1.892,7.40008240e-01,3.10150909e+05,-1.52447743e+00,6.44717920e-01,7.46862165e+02,6.52815719e-01,1.04174336e+00
1.893,7.39475754e-01,3.18367836e+05,-1.52382235e+00,6.65548854e-01,7.79024993e+02,6.52519240e-01,1.08222137e+00
1.894,7.38921027e-01,3.26861569e+05,-1.52314612e+00,6.87035149e-01,8.12270826e+02,6.52211576e-01,1.12420166e+00
1.895,7.38343344e-01,3.35639240e+05,-1.52244806e+00,7.09191352e-01,8.46626481e+02,6.51892326e-01,1.16773290e+00
1.896,7.37741971e-01,3.44707994e+05,-1.52172751e+00,7.32031867e-01,8.82118715e+02,6.51561074e-01,1.21286477e+00
1.897,7.37116160e-01,3.54074971e+05,-1.52098376e+00,7.55570901e-01,9.18774152e+02,6.51217396e-01,1.25964805e+00
1.898,7.36465145e-01,3.63747293e+05,-1.52021613e+00,7.79822425e-01,9.56619210e+02,6.50860851e-01,1.30813450e+00
1.899,7.35788146e-01,3.73732038e+05,-1.51942388e+00,8.04800116e-01,9.95680021e+02,6.50490986e-01,1.35837689e+00
1.900,7.35084366e-01,3.84036230e+05,-1.51860628e+00,8.30517305e-01,1.03598235e+03,6.50107337e-01,1.41042895e+00
1.901,7.34352994e-01,3.94666809e+05,-1.51776259e+00,8.56986918e-01,1.07755148e+03,6.49709423e-01,1.46434533e+00
1.902,7.33593205e-01,4.05630615e+05,-1.51689205e+00,8.84221413e-01,1.12041215e+03,6.49296752e-01,1.52018154e+00
1.903,7.32804156e-01,4.16934359e+05,-1.51599389e+00,9.12232713e-01,1.16458843e+03,6.48868816e-01,1.57799394e+00
1.904,7.31984996e-01,4.28584599e+05,-1.51506732e+00,9.41032141e-01,1.21010359e+03,6.48425095e-01,1.63783965e+00
1.905,7.31134856e-01,4.40587713e+05,-1.51411156e+00,9.70630341e-01,1.25698004e+03,6.47965054e-01,1.69977646e+00
1.906,7.30252858e-01,4.52949872e+05,-1.51312579e+00,1.00103721e+00,1.30523913e+03,6.47488142e-01,1.76386282e+00
1.907,7.29338111e-01,4.65677002e+05,-1.51210921e+00,1.03226179e+00,1.35490106e+03,6.46993797e-01,1.83015770e+00
1.908,7.28389713e-01,4.78774760e+05,-1.51106099e+00,1.06431225e+00,1.40598477e+03,6.46481439e-01,1.89872052e+00
1.909,7.27406754e-01,4.92248495e+05,-1.50998031e+00,1.09719570e+00,1.45850773e+03,6.45950477e-01,1.96961107e+00
1.910,7.26388314e-01,5.06103213e+05,-1.50886632e+00,1.13091819e+00,1.51248582e+03,6.45400302e-01,2.04288933e+00
1.911,7.25333467e-01,5.20343543e+05,-1.50771819e+00,1.16548456e+00,1.56793320e+03,6.44830293e-01,2.11861543e+00
1.912,7.24241279e-01,5.34973692e+05,-1.50653507e+00,1.20089838e+00,1.62486208e+03,6.44239813e-01,2.19684946e+00
1.913,7.23110813e-01,5.49997410e+05,-1.50531611e+00,1.23716182e+00,1.68328262e+03,6.43628211e-01,2.27765133e+00
1.914,7.21941128e-01,5.65417946e+05,-1.50406046e+00,1.27427554e+00,1.74320270e+03,6.42994824e-01,2.36108065e+00
1.915,7.20731282e-01,5.81238006e+05,-1.50276728e+00,1.31223864e+00,1.80462777e+03,6.42338971e-01,2.44719649e+00
1.916,7.19480332e-01,5.97459705e+05,-1.50143570e+00,1.35104848e+00,1.86756065e+03,6.41659959e-01,2.53605725e+00
1.917,7.18187340e-01,6.14084528e+05,-1.50006490e+00,1.39070062e+00,1.93200133e+03,6.40957083e-01,2.62772043e+00
1.918,7.16851369e-01,6.31113275e+05,-1.49865402e+00,1.43118870e+00,1.99794681e+03,6.40229622e-01,2.72224242e+00
1.919,7.15471488e-01,6.48546024e+05,-1.49720225e+00,1.47250433e+00,2.06539088e+03,6.39476844e-01,2.81967828e+00
1.920,7.14046777e-01,6.66382072e+05,-1.49570874e+00,1.51463695e+00,2.13432391e+03,6.38698004e-01,2.92008146e+00
1.921,7.12576324e-01,6.84619897e+05,-1.49417270e+00,1.55757377e+00,2.20473269e+03,6.37892344e-01,3.02350356e+00
1.922,7.11059233e-01,7.03257101e+05,-1.49259333e+00,1.60129962e+00,2.27660020e+03,6.37059098e-01,3.12999404e+00
1.923,7.09494620e-01,7.22290369e+05,-1.49096985e+00,1.64579688e+00,2.34990542e+03,6.36197485e-01,3.23959992e+00
1.924,7.07881622e-01,7.41715416e+05,-1.48930149e+00,1.69104535e+00,2.42462313e+03,6.35306717e-01,3.35236543e+00
1.925,7.06219397e-01,7.61526942e+05,-1.48758751e+00,1.73702213e+00,2.50072375e+03,6.34385997e-01,3.46833173e+00
1.926,7.04507127e-01,7.81718586e+05,-1.48582721e+00,1.78370159e+00,2.57817313e+03,6.33434519e-01,3.58753652e+00
1.927,7.02744020e-01,8.02282882e+05,-1.48401989e+00,1.83105523e+00,2.65693236e+03,6.32451470e-01,3.71001363e+00
1.928,7.00929317e-01,8.23211216e+05,-1.48216489e+00,1.87905160e+00,2.73695766e+03,6.31436031e-01,3.83579269e+00
1.929,6.99062291e-01,8.44493784e+05,-1.48026158e+00,1.92765627e+00,2.81820016e+03,6.30387379e-01,3.96489868e+00
1.930,6.97142250e-01,8.66119558e+05,-1.47830938e+00,1.97683169e+00,2.90060579e+03,6.29304685e-01,4.09735148e+00
1.931,6.95168546e-01,8.88076248e+05,-1.47630774e+00,2.02653721e+00,2.98411515e+03,6.28187123e-01,4.23316545e+00
1.932,6.93140572e-01,9.10350273e+05,-1.47425615e+00,2.07672900e+00,3.06866340e+03,6.27033861e-01,4.37234894e+00
1.933,6.91057770e-01,9.32926733e+05,-1.47215414e+00,2.12736000e+00,3.15418017e+03,6.25844072e-01,4.51490382e+00
1.934,6.88919631e-01,9.55789391e+05,-1.47000130e+00,2.17837994e+00,3.24058945e+03,6.24616931e-01,4.66082493e+00
1.935,6.86725702e-01,9.78920650e+05,-1.46779726e+00,2.22973533e+00,3.32780961e+03,6.23351617e-01,4.81009961e+00
1.936,6.84475586e-01,1.00230154e+06,-1.46554173e+00,2.28136946e+00,3.41575334e+03,6.22047318e-01,4.96270715e+00
1.937,6.82168949e-01,1.02591174e+06,-1.46323445e+00,2.33322242e+00,3.50432763e+03,6.20703229e-01,5.11861823e+00
1.938,6.79805522e-01,1.04972952e+06,-1.46087524e+00,2.38523119e+00,3.59343386e+03,6.19318559e-01,5.27779434e+00
1.939,6.77385104e-01,1.07373181e+06,-1.45846396e+00,2.43732967e+00,3.68296782e+03,6.17892529e-01,5.44018728e+00
1.940,6.74907564e-01,1.09789418e+06,-1.45600057e+00,2.48944877e+00,3.77281983e+03,6.16424377e-01,5.60573850e+00
1.941,6.72372850e-01,1.12219090e+06,-1.45348508e+00,2.54151654e+00,3.86287486e+03,6.14913361e-01,5.77437858e+00
1.942,6.69780984e-01,1.14659490e+06,-1.45091758e+00,2.59345828e+00,3.95301272e+03,6.13358762e-01,5.94602662e+00
1.943,6.67132073e-01,1.17107790e+06,-1.44829823e+00,2.64519671e+00,4.04310822e+03,6.11759884e-01,6.12058966e+00
1.944,6.64426305e-01,1.19561039e+06,-1.44562728e+00,2.69665211e+00,4.13303148e+03,6.10116062e-01,6.29796212e+00
1.945,6.61663957e-01,1.22016173e+06,-1.44290505e+00,2.74774257e+00,4.22264815e+03,6.08426662e-01,6.47802522e+00
1.946,6.58845395e-01,1.24470016e+06,-1.44013194e+00,2.79838414e+00,4.31181974e+03,6.06691083e-01,6.66064644e+00
1.947,6.55971076e-01,1.26919297e+06,-1.43730846e+00,2.84849113e+00,4.40040404e+03,6.04908766e-01,6.84567898e+00
1.948,6.53041551e-01,1.29360648e+06,-1.43443517e+00,2.89797634e+00,4.48825542e+03,6.03079193e-01,7.03296125e+00
1.949,6.50057466e-01,1.31790621e+06,-1.43151274e+00,2.94675135e+00,4.57522536e+03,6.01201892e-01,7.22231641e+00
1.950,6.47019564e-01,1.34205695e+06,-1.42854193e+00,2.99472681e+00,4.66116284e+03,5.99276442e-01,7.41355189e+00
1.951,6.43928686e-01,1.36602287e+06,-1.42552359e+00,3.04181279e+00,4.74591491e+03,5.97302475e-01,7.60645902e+00
1.952,6.40785770e-01,1.38976764e+06,-1.42245863e+00,3.08791909e+00,4.82932719e+03,5.95279682e-01,7.80081264e+00
1.953,6.37591854e-01,1.41325456e+06,-1.41934810e+00,3.13295560e+00,4.91124449e+03,5.93207816e-01,7.99637083e+00
1.954,6.34348074e-01,1.43644669e+06,-1.41619311e+00,3.17683267e+00,4.99151132e+03,5.91086695e-01,8.19287465e+00
1.955,6.31055666e-01,1.45930701e+06,-1.41299485e+00,3.21946148e+00,5.06997261e+03,5.88916212e-01,8.39004799e+00
1.956,6.27715961e-01,1.48179852e+06,-1.40975463e+00,3.26075445e+00,5.14647430e+03,5.86696329e-01,8.58759743e+00
1.957,6.24330386e-01,1.50388442e+06,-1.40647382e+00,3.30062561e+00,5.22086398e+03,5.84427091e-01,8.78521227e+00
1.958,6.20900466e-01,1.52552826e+06,-1.40315388e+00,3.33899099e+00,5.29299162e+03,5.82108626e-01,8.98256457e+00
1.959,6.17427813e-01,1.54669408e+06,-1.39979637e+00,3.37576904e+00,5.36271022e+03,5.79741149e-01,9.17930936e+00
1.960,6.13914133e-01,1.56734658e+06,-1.39640290e+00,3.41088102e+00,5.42987647e+03,5.77324965e-01,9.37508488e+00
1.961,6.10361217e-01,1.58745127e+06,-1.39297519e+00,3.44425136e+00,5.49435147e+03,5.74860476e-01,9.56951302e+00
1.962,6.06770939e-01,1.60697463e+06,-1.38951500e+00,3.47580809e+00,5.55600136e+03,5.72348183e-01,9.76219977e+00
1.963,6.03145253e-01,1.62588425e+06,-1.38602420e+00,3.50548318e+00,5.61469800e+03,5.69788690e-01,9.95273589e+00
1.964,5.99486187e-01,1.64414900e+06,-1.38250468e+00,3.53321288e+00,5.67031963e+03,5.67182706e-01,1.01406977e+01
1.965,5.95795842e-01,1.66173916e+06,-1.37895844e+00,3.55893807e+00,5.72275142e+03,5.64531051e-01,1.03256479e+01
1.966,5.92076381e-01,1.67862655e+06,-1.37538749e+00,3.58260459e+00,5.77188612e+03,5.61834656e-01,1.05071368e+01
1.967,5.88330030e-01,1.69478469e+06,-1.37179393e+00,3.60416350e+00,5.81762456e+03,5.59094569e-01,1.06847031e+01
1.968,5.84559068e-01,1.71018889e+06,-1.36817988e+00,3.62357138e+00,5.85987620e+03,5.56311953e-01,1.08578758e+01
1.969,5.80765825e-01,1.72481640e+06,-1.36454752e+00,3.64079050e+00,5.89855955e+03,5.53488093e-01,1.10261751e+01
1.970,5.76952670e-01,1.73864647e+06,-1.36089904e+00,3.65578909e+00,5.93360262e+03,5.50624391e-01,1.11891145e+01
1.971,5.73122011e-01,1.75166050e+06,-1.35723669e+00,3.66854148e+00,5.96494327e+03,5.47722374e-01,1.13462022e+01
1.972,5.69276283e-01,1.76384206e+06,-1.35356272e+00,3.67902822e+00,5.99252953e+03,5.44783691e-01,1.14969433e+01
